,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_0_mean,precision_0_std,recall_0_mean,recall_0_std,f1_0_mean,f1_0_std,precision_1_mean,precision_1_std,recall_1_mean,recall_1_std,f1_1_mean,f1_1_std,f1_macro_mean,f1_macro_std,roc_auc_mean,roc_auc_std,oof_accuracy,oof_recall_0,oof_recall_1,oof_f1_macro,oof_roc_auc
logistic_experiment_1,0.893606,0.002886,0.747603,0.006638,0.91003,0.002578,0.967749,0.003119,0.937997,0.001704,0.768452,0.016569,0.527458,0.014088,0.625346,0.010617,0.781672,0.006055,0.890445,0.003599,0.893606,0.967749,0.527426,0.781695,0.890367
