,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_0_mean,precision_0_std,recall_0_mean,recall_0_std,f1_0_mean,f1_0_std,precision_1_mean,precision_1_std,recall_1_mean,recall_1_std,f1_1_mean,f1_1_std,f1_macro_mean,f1_macro_std,roc_auc_mean,roc_auc_std
xgboost_experiment_1,0.5458000000000001,0.010514751542475942,0.4866029384848334,0.008804720258380775,0.3701742437436383,0.021395568243236247,0.18457711442786068,0.020954666356868344,0.24572886606412975,0.02029445528904284,0.5898931132629882,0.005320251440667597,0.788628762541806,0.024544940644694032,0.6748140080799256,0.011523674903946344,0.4602714370720277,0.009994476799308896,0.48847235394931704,0.00330265451637425
