,classifier__subsample,classifier__scale_pos_weight,classifier__n_estimators,classifier__min_child_weight,classifier__max_depth,classifier__learning_rate,classifier__gamma,classifier__colsample_bytree
xgboost_experiment_3_best_params,0.7,0.6722408026755853,100,1,3,0.1,0.5,0.7
